,category,question,answers,good_answer
0,Ciencia y Naturaleza,¿Qué estudia la paleontología?,"['La composición de las rocas', 'La orografía', 'Los fósiles', 'La evolución del hombre']",Los fósiles
0,Música,¿De qué disco es la canción de Queen We Will Rock You?,"['A Night at the Opera', 'News of the World', 'Jazz', 'The Game']",News of the World
0,Historia,¿Quién NO ha sido Presidente del Gobierno de España?,"['José María Aznar', 'Jose Castro Urdiales', 'Manuel Azaña', 'Adolfo Suárez']",Jose Castro Urdiales
0,Historia,¿Quién fue Sebastián de Belalcázar?,"['El Conquistador de Lima', 'El Primer español en avistar América', 'El conquistador de Quito', 'El descubridor de Cuba']",El conquistador de Quito
0,Deporte,"¿En qué ciudad estadounidense tienen su sede Los Suns, el equipo de la NBA?","['Phoenix', 'Orlando', 'Detroit', 'Atlanta']",Phoenix
0,Historia,¿Quien es la cabeza de la Commonwealth of Nations?,"['La Reina Isabel II', 'Anthony Blair', 'Gordon Brown', 'Margaret Thatcher']",La Reina Isabel II
0,Miscelánea,"Diosa del matrimonio y la fertilidad, esposa de Zeus ...","['Artemisa', 'Hera', 'Atenea', 'Afrodita']",Hera
0,Miscelánea,¿De dónde es originario el juego Yermis?,"['Irán', 'Somalia', 'Colombia', 'Filipinas']",Colombia
0,Historia,¿Quiénes fueron los sajones?,"['Una tribu que invadió europa proveniente de oriente medio', 'Una tribu de indios originarios de Norteamérica', 'Los Habitantes origionarios de Inglaterra', 'Una confederación de antiguas tribus germánicas']",Una confederación de antiguas tribus germánicas
0,Ciencia y Naturaleza,"¿Dónde está la Oficina Internacional de Pesos y Medidas, coordinadora mundial de la Metrología?","['New York', 'Berlín', 'Madrid', 'París']",París
0,Cine y Televisión,¿Cuál es el título original de la serie Doctor en Alaska?,"['Alaska Doctor', 'Cold Doctor', 'Lost in Alaska', 'Northern Exposure']",Northern Exposure
0,Arte y Literatura,¿Quién escribió 'Anna Karénina'?,"['William Shakespeare', 'León Tolstói', 'Lope de Vega', 'Fernando de Rojas']",León Tolstói
0,Música,¿De quien son las Cuatro Estaciones?,"['Vivaldi', 'Beethoven', 'Mozart', 'Bach']",Vivaldi
0,Historia,¿En qué país se formó el Ejército Zapatista de Liberación Nacional?,"['México', 'Nicaragua', 'Chile', 'Colombia']",México
0,Cine y Televisión,¿Quién produjo la serie de los años 50 El Zorro?,"['Paramount', 'Universal', 'La BBC', 'Walt Disney']",Walt Disney
0,Cine y Televisión,¿Quién es el protagonista de 'Yo robot' la película de Alex Proyas?,"['Bing Crosby', 'Michael Douglas', 'Jon Voight', 'Will Smith']",Will Smith
0,Cine y Televisión,¿Qué papel interpreta Kristie Alley en la serie Cheers?,"['Clienta dueña de una tienda de animales', 'Camarera Ama de casa', 'Clienta Psiquiatra', 'Manager - camarera']",Manager - camarera
0,Música,¿Qué integrante de la Nueva Trova Cubana es el autor de la canción Ojalá?,"['Noel Nicola', 'Silvio Rodríguez', 'Sara González', 'Pablo Milanés']",Silvio Rodríguez
0,Arte y Literatura,¿Quién pinto el retrato de Leonardo Loredan de la National Gallery de Londres?,"['Giovanni Bellini', 'Francesco Guardi', 'Pietro Lorenzetti', 'Andrea del Sarto']",Giovanni Bellini
0,Arte y Literatura,¿Novelista británico que escribió 'Amor Perdurable'?,"['Miguel de Cervantes', 'Ian McEwan', 'John Francis Bacon', 'Antonio Machado']",Ian McEwan
0,Miscelánea,¿De qué país es la marca de coches Lada?,"['Inglaterra', 'Polonia', 'Alemania', 'Rusia']",Rusia
0,Deporte,¿Cómo se llaman los agujeros de arena de los campos de golf?,"['Bunker', 'Water hazard', 'Fairway', 'Rough']",Bunker
0,Arte y Literatura,¿Cuál es la única obra poética extensa de Miguel de Cervantes?,"['Viaje del Parnaso', 'Los trabajos de Persiles y Sigismunda', 'El Quijote', 'La Galatea']",Viaje del Parnaso
0,Arte y Literatura,¿Cómo es conocido el cuadro de Murillo 'El milagro de San Diego de Alcalá'?,"['Los crucifijos', 'La cocina de los ángeles', 'El martirio de San Diego', 'Paisaje eterno']",La cocina de los ángeles
0,Ciencia y Naturaleza,¿Cómo se llama el temor excesivo al polvo?,"['Aclufobia', 'Amatafobia', 'Astrafobia', 'Androfobia']",Amatafobia
0,Cine y Televisión,¿Quién dirigió El Señor de los Anillos? (Trilogía cinematográfica 2001-2003),"['Peter Jackson', 'Tim Burton', 'Brian De Palma', 'Woody Allen']",Peter Jackson
0,Miscelánea,¿Qué enuncia la Ley de los arcos dorados?,"[""Que dos paises donde se haya instalado McDonald's nunca se declaran la guerra"", 'Que la luminosidad en la arquitectura depende principalmente de la forma en que se construyen los arcos', 'Que los arcos rematados en oro no se pueden destruir', 'Que cualquier período de bonanza económica es seguido por una depresión y una posterior bonanza']",Que dos paises donde se haya instalado McDonald's nunca se declaran la guerra
0,Cine y Televisión,¿Quiénes eran 'Las brujas de Eastwick'?,"['Cher, Susan Sarandon y Michele Pfeiffer', 'Angelina Jolie, Scarlett Johansson y Jessica Alba', 'Jennifer López, Lindsay Lohan y Cameron Díaz', 'Halle Berry y Drew Barrymore']","Cher, Susan Sarandon y Michele Pfeiffer"
0,Arte y Literatura,¿Quien es el autor del óleo sobre lienzo: El Mendigo?,"['El Greco', 'Velázquez', 'Murillo', 'Goya']",Murillo
0,Miscelánea,¿De qué país es la marca de coches Alfa Romeo?,"['Suiza', 'Italia', 'Argentina', 'Francia']",Italia
0,Miscelánea,¿Cómo se llama el cóctel que mezcla pisco con zumo de limón?,"['Cubata', 'Piscolibre', 'Pisco sour', 'Caipiriña']",Pisco sour
0,Geografía,¿Cual es la capital de Vietnam?,"['Hai Phong', 'Ho Chi Minh', 'Hanói', 'Danang']",Hanói
0,Geografía,¿Dónde se encuentra el río Amarillo?,"['En Japón', 'En China', 'En Vietnam', 'En Australia']",En China
0,Arte y Literatura,Representante más destacado de la poesía del Romanticismo español ...,"['Francisco Umbral', 'Goethe', 'Shakespeare', 'José de Esproceda']",José de Esproceda
0,Deporte,¿Quién es Kilian Jornet?,"['Un deportista de montaña', 'Tenista de la ATP', 'Piloto de F2', 'Ganador de la maratón de Nueva York']",Un deportista de montaña
0,Cine y Televisión,¿Quién fue musa del director chino Zhang Yimou?,"['Gong Li', 'Maggie Cheung', 'Choi Ji-woo', 'Lucy Liu']",Gong Li
0,Cine y Televisión,"¿Quien interpreta a Aida García, la protagonista de la serie Aida?","['Ana María Polvorosa', 'Melanie Oliveres', 'Carmen Machi', 'Marisol Ayuso']",Carmen Machi
0,Ciencia y Naturaleza,¿Dónde vive la musaraña elefante de Peters?,"['Oceanía', 'Asia', 'América', 'Africa']",Africa
0,Cine y Televisión,¿Cómo se titulo The Cosby Show en España?,"['La Familia Cosby', 'El Show de Bill Cosby', 'Cosby', 'La Hora de Bill Cosby']",La Hora de Bill Cosby
0,Arte y Literatura,¿Quién escribió de Cometas en el cielo?,"['Khaled Hosseini', 'Marc Forster', 'Coetzee', 'Hana Makhmalbaf']",Khaled Hosseini
0,Cine y Televisión,¿Quién fue el director de 'La buena estrella'?,"['Icíar Bollaín', 'Isabel Coixet', 'Ricardo Franco', 'Luis García Berlanga']",Ricardo Franco
0,Arte y Literatura,¿Cuántas sílabas tiene un verso alejandrino?,"['Veinte', 'Catorce', 'Diez', 'Ocho']",Catorce
0,Historia,¿Entre qué años tuvo lugar la Guerra Civil Española?,"['1939 - 1943', '1939 - 1945', '1934 - 1938', '1936 - 1939']",1936 - 1939
0,Arte y Literatura,¿Con qué nombre se conoce el retrato de la familia de Felipe IV realizado por Velázquez?,"['Las Hilanderas', 'Las Meninas', 'La Rendición de Breda', 'Las Infantas y el Rey']",Las Meninas
0,Cine y Televisión,¿A quien interpreta Lola Herrera en la serie de televisión 'Un paso adelante'?,"['JJ, la profesora de actividades especiales', 'Diana de Miguel, profesora de baile moderno', 'Alumna, hermana de una de las profesoras', 'Carmen Arranz, la directora de la escuela']","Carmen Arranz, la directora de la escuela"
0,Ciencia y Naturaleza,¿Cuando se formó la Tierra?,"['Hace 1000 millones de años', 'Hace 4570 millones de años', 'Hace 2009 años', 'Hace 5000 años']",Hace 4570 millones de años
0,Geografía,¿En qué provincia de España está el lago de Sanabria?,"['Palencia', 'Zamora', 'León', 'Orense']",Zamora
0,Arte y Literatura,¿Cuál fue la primera novela de Miguel Delibes?,"['Madera de Boj', 'La familia de Pascual Duarte', 'Los Santos Inocentes', 'La sombra del ciprés es alargada']",La sombra del ciprés es alargada
0,Arte y Literatura,¿Con qué nombre fue conocido el pintor italiano Michelangelo Merisi?,"['Masaccio', 'Correggio', 'Caravaggio', 'Miguel Angel']",Caravaggio
0,Historia,¿Entre qué países tuvo lugar la Gerra de los Cien Años (1337-1453)?,"['Francia-Inglaterra', 'Suecia-Noruega', 'España-Chile', 'China-Japón']",Francia-Inglaterra
0,Geografía,¿Dónde está la plaza Piccadilly Circus?,"['Londres', 'Berlín', 'París', 'Roma']",Londres
0,Miscelánea,¿En cual de estos lugares NO se practica la pesca continental o fluvial?,"['Playa', 'Lago', 'Embalse', 'Río']",Playa
0,Deporte,¿En qué orden van los colores del cinturón de los karatekas? (de menor a mayor nivel),"['Amarillo-naranja-verde', 'Negro-verde-azul', 'Blanco-negro-naranja', 'Amarillo-negro-naranja']",Amarillo-naranja-verde
0,Miscelánea,¿Qué enuncia la Ley de los arcos dorados?,"['Que cualquier período de bonanza económica es seguido por una depresión y una posterior bonanza', ""Que dos paises donde se haya instalado McDonald's nunca se declaran la guerra"", 'Que los arcos rematados en oro no se pueden destruir', 'Que la luminosidad en la arquitectura depende principalmente de la forma en que se construyen los arcos']",Que dos paises donde se haya instalado McDonald's nunca se declaran la guerra
0,Deporte,¿De dónde es el equipo de fútbol Ajax Amsterdam?,"['De los Países Bajos', 'De Dinamarca', 'De Alemania', 'De Rusia']",De los Países Bajos
0,Deporte,¿Cuantos jugadores participan en un partido de rugbi?,"['32', '40', '28', '30']",30
0,Deporte,¿Cuántas veces ganó Federico Martín Bahamontes la clasificación de la montaña en el Tour de Francia?,"['5 veces', '3 veces', '6 veces', '10 veces']",6 veces
0,Cine y Televisión,¿En qué Universidad estudiaba Felicity?,"['Boston', 'Complutense de Madrid', 'Salamanca', 'Nueva York']",Nueva York
0,Arte y Literatura,¿Cuál es el nombre completo del pintor Murillo?,"['Bartolomé Esteban Murillo', 'Diego Murillo', 'Francisco Murillo', 'Fernado Murillo']",Bartolomé Esteban Murillo
0,Cine y Televisión,¿Cuál fue el primer tipo de programa de telerrealidad (reality show)?,"['Los programas que acompañan a los policías en su trabajo', 'Los concursos como Miss América', 'La cámara escondida', 'Los concursos de telerrealidad como Gran Hermano']",La cámara escondida
0,Cine y Televisión,¿Quién interpreta a Spock en Star Trek?,"['William Shatner', 'Leonard Nimoy', 'George Takei', 'Patrick Stewart']",Leonard Nimoy
0,Música,¿A quién le cierra la muralla Ana Belén?,"['Al mirto y la yerbabuena', 'Al corazón del amigo', 'Al diente de la serpiente', 'Al ruiseñor en la flor']",Al diente de la serpiente
0,Cine y Televisión,¿Quién dirigió 'Todos los hombres sois iguales'? (Película española del año 1994),"['Manuel Gómez Pereira', 'Marta Eturra', 'María Ripoll', 'Santiago Zannou']",Manuel Gómez Pereira
0,Arte y Literatura,¿Quien es Víctor Vasarely?,"['Compositor sueco virtuoso del violín', 'Artista húngaro padre del Op Art', 'Pintor sueco máximo exponente del surrealismo', 'Artista gráfico modernista nacido en España']",Artista húngaro padre del Op Art
0,Cine y Televisión,¿Con qué película ganó Alfredo Landa su primer Goya?,"['Como un relámpago', 'Goya en Burdeos', 'El bosque animado', 'La buena estrella']",El bosque animado
0,Ciencia y Naturaleza,¿Cual es la masa crítica del Pu-239 (plutonio 239)?,"['10 kilogramos', '14 kilogramos', '1 kilogramo', '40 kilogramos']",10 kilogramos
0,Arte y Literatura,¿Quién participo en las 8 exposiciones del grupo impresionista (1874-1886)?,"['Camille Pissarro', 'Pierre-Auguste Renoir', 'Vincet van Gogh', 'Paul Signac']",Camille Pissarro
0,Ciencia y Naturaleza,¿Qué descubrió Victor Franz Hess?,"['El argón', 'Los rayos X', 'El neutrón', 'La radiación cósmica']",La radiación cósmica
0,Historia,¿Quien fue el fundador del Primer Imperio Mongol?,"['Gengis Kan', 'Emperador Meiji', 'Sun Yat-sen', 'Kim Gu']",Gengis Kan
0,Cine y Televisión,"¿A qué cocinero de la tele le quedaba todo 'Rico, Rico'?","['Karlos Arguiñano', 'Juan Mª Arzak', 'Martín Berasategui', 'Sergi Arola']",Karlos Arguiñano
0,Miscelánea,¿Qué tipo de juego es el Monopoly?,"['Un juego de rol', 'Un juego de mesa', 'Un juego de cartas', 'Un juego de adivianzas']",Un juego de mesa
0,Arte y Literatura,¿Qué tipo de obra es La Odisea?,"['Una novela satírica', 'Un poema épico griego', 'Una obra de teatro romana', 'Una autobiografía']",Un poema épico griego
0,Arte y Literatura,¿Enque museo se encuentra la obra Dánae recibiendo la lluvia de oro de Tiziano?,"['Museo del Louvre, Paris', 'Museo del Hermitage, San Petersburgo', 'Museo del Prado, Madrid', 'National Gallery, Londres']","Museo del Prado, Madrid"
0,Ciencia y Naturaleza,¿Qué propiedad tiene el permanganato de potasio?,"['Es un elemento compuesto por puentes de hidrogeno', 'Es un buen oxidante', 'Posee un punto de fusion inferior a 100º', 'Es un buen reductor']",Es un buen oxidante
0,Miscelánea,Queso típico de Italia ...,"['Mascarpone', 'Emmental', 'Camembert', 'Brie']",Mascarpone
0,Deporte,¿Desde qué año se juega el Abierto de Australia de Tenis?,"['2000', '1705', '1805', '1905']",1905
0,Cine y Televisión,¿Qué película de Icíar Bollaín convierte a Luis Tosar en un maltratador?,"['Te doy mis ojos', 'La marrana', 'Boca a boca', 'Vete de mí']",Te doy mis ojos
0,Arte y Literatura,¿En qué género destacó Charles Dickens?,"['Teatro', 'Ensayo', 'Poesía', 'Novela']",Novela
0,Historia,¿En qué pais vivió el pueblo jemer?,"['India', 'China', 'Camboya', 'Corea']",Camboya
0,Música,¿Con qué título sale a la venta en Octubre de 2008 el álbum de la exconcursante de OT Soraya?,"['Corazón de Fuego', 'Papito', 'Sin Miedo', 'Dolce Vita']",Sin Miedo
0,Música,¿Cómo se llama la cantante del grupo belga Vaya con Dios?,"['Amaia Montero', 'Joey Tempest', 'Dani Klein', 'Soledad Giménez']",Dani Klein
0,Ciencia y Naturaleza,¿De qué especie es el Hombre de Pekín?,"['Homo rudolfensis', 'Homo habilis', 'Homo erectus', 'Australopithecus afarensis']",Homo erectus
0,Música,¿Qué cantautora española cantó la versión de Agapimú de Luis Gómez Escolar?,"['Ana Torroja', 'María del Monte', 'Isabel Pantoja', 'Ana Belén']",Ana Belén
0,Música,¿En que año Falleció la cantante Conchita Piquer?,"['1990', '1689', '1995', '2001']",1990
0,Cine y Televisión,¿En qué género cinematográfico destacó la actriz Lucía Lapiedra?,"['Cine de terror', 'Ciencia ficción', 'Cine porno', 'Cine negro']",Cine porno
0,Cine y Televisión,Argumento de 'El show de Truman' ...,"['El viaje de dos hermanos en busca de su madre biológica', 'Un hombre que vive en una realidad inventada para un show televisivo', 'Un empleado de banca que se convierte en superhéroe al colocarse una máscara', 'Las aventuras de un excéntrico detective de mascotas']",Un hombre que vive en una realidad inventada para un show televisivo
0,Historia,¿Quién mandó construir el Monasterio de El Escorial?,"['Felipe V', 'Carlos III', 'Felipe II', 'Carlos IV']",Felipe II
0,Cine y Televisión,¿Cómo se llama el estado interplanetario en Star Trek?,"['El Imperio', 'La Federación Unida de Planetas', 'Las Naciones Unidas', 'La República']",La Federación Unida de Planetas
0,Cine y Televisión,"¿Qué tres mujeres protagonizan 'Las horas' del director Stephen Daldry? Meryl Streep, Julianne Moore y ...","['Nicole Kidman', 'Catherine Zeta Jones', 'Carolina Cerezuela', 'Courtney Cox']",Nicole Kidman
0,Historia,¿Quién fue la más famosa Cleopatra?,"['Cleopatra de Atenas', 'Cleopatra de Italia', 'Cleopatra VII', 'Cleopatra la Etíope']",Cleopatra VII
0,Deporte,¿Qué país ha sido más veces el ganador de la Copa Mundial de Fútbol?,"['Alemania', 'Brasil', 'Italia', 'Francia']",Brasil
0,Deporte,"¿En qué ciudad de Estados Unidos tienen su sede Los Blazers, el equipo de la NBA?","['Phoenix', 'Boston', 'Portland', 'Detroit']",Portland
0,Deporte,¿Qué es el Muay Thai?,"['Artes marciales originarias de Tailandia', 'Boxeo japonés', 'Pressing catch asiático', 'Un deporte similar al polo practicado en Nepal']",Artes marciales originarias de Tailandia
0,Miscelánea,¿De qué marca es el modelo de coche 911?,"['Porsche', 'Maserati', 'Peugeot', 'Ferrari']",Porsche
0,Cine y Televisión,"¿Quién interpreta a Manuela, la protagonista de 'Todo sobre mi madre'?","['Carmen Machi', 'Cecilia Roth', 'Chus Lampreave', 'Carmen Maura']",Cecilia Roth
0,Geografía,¿Dónde está Burdeos?,"['Bélgica', 'Luxemburgo', 'Francia', 'Holanda']",Francia
0,Arte y Literatura,¿Cómo se tituló el primer libro de poemas de Gloria Fuertes?,"['Isla Ignorada', 'Pachín - Pachón', 'El Rastro', 'Obras incompletas']",Isla Ignorada
0,Arte y Literatura,Fechas de El Siglo de Oro de la literatura española ...,"['Siglos X y XI', 'Siglo XX', 'Siglo V', 'Siglos XVI y XVII']",Siglos XVI y XVII
0,Música,Canción más popular de Nacha Pop ...,"['Voy a acabar borracho', 'Hay poco rock&roll', ""Burrock'n roll"", 'Chica de ayer']",Chica de ayer
0,Ciencia y Naturaleza,¿Cual es el órgano copulador masculino?,"['Espermatozoides', 'Ureter', 'Pene', 'Testículos']",Pene
